0,1,2,3,4
Fecha,Día,Min,Máx,Precio
28/09,Martes,457,525,491
29/09,Miércoles,460,530,495
30/09,Jueves,428,492,460
1/10,Viernes,432,496,464
4/10,Lunes,469,539,504
5/10,Martes,437,503,470
6/10,Miércoles,388,446,417
7/10,Jueves,375,431,403
8/10,Viernes,380,438,409
11/10,Lunes,369,425,397
12/10,Martes,362,416,389
13/10,Miércoles,369,425,397
14/10,Jueves,385,443,414
15/10,Viernes,365,421,393
18/10,Lunes,372,428,400
19/10,Martes,377,433,405
20/10,Miércoles,358,412,385
21/10,Jueves,357,411,384
22/10,Viernes,352,404,378
25/10,Lunes,301,347,324
26/10,Martes,309,355,332
27/10,Miércoles,333,383,358
28/10,Jueves,331,381,356
29/10,Viernes,355,409,382
