0,1,2,3,4
Fecha,Día,Min,Máx,Precio
26/04,Lunes,695,799,747
27/04,Martes,639,735,687
28/04,Miércoles,629,723,676
29/04,Jueves,590,678,634
30/04,Viernes,570,656,613
3/05,Lunes,603,693,648
4/05,Martes,551,635,593
5/05,Miércoles,542,624,583
6/05,Jueves,486,560,523
7/05,Viernes,565,649,607
10/05,Lunes,601,691,646
11/05,Martes,656,754,705
12/05,Miércoles,729,839,784
13/05,Jueves,710,816,763
14/05,Viernes,728,838,783
17/05,Lunes,776,892,834
18/05,Martes,761,875,818
19/05,Miércoles,794,914,854
20/05,Jueves,739,851,795
21/05,Viernes,757,871,814
24/05,Lunes,873,1005,939
25/05,Martes,922,1060,991
26/05,Miércoles,843,969,906
27/05,Jueves,880,1012,946
