0,1,2,3,4
Fecha,Día,Min,Máx,Precio
28/07,Miércoles,474,546,510
29/07,Jueves,471,541,506
30/07,Viernes,475,547,511
2/08,Lunes,489,563,526
3/08,Martes,502,578,540
4/08,Miércoles,542,624,583
5/08,Jueves,521,599,560
6/08,Viernes,493,567,530
9/08,Lunes,496,570,533
10/08,Martes,494,568,531
11/08,Miércoles,475,547,511
12/08,Jueves,463,533,498
13/08,Viernes,465,535,500
16/08,Lunes,451,519,485
17/08,Martes,434,500,467
18/08,Miércoles,435,501,468
19/08,Jueves,429,493,461
20/08,Viernes,441,507,474
23/08,Lunes,424,488,456
24/08,Martes,422,486,454
25/08,Miércoles,428,492,460
26/08,Jueves,410,472,441
27/08,Viernes,428,492,460
30/08,Lunes,435,501,468
