0,1,2,3,4
Fecha,Día,Min,Máx,Precio
20/05,Jueves,544,626,585
21/05,Viernes,555,639,597
24/05,Lunes,508,584,546
25/05,Martes,508,584,546
26/05,Miércoles,458,526,492
27/05,Jueves,474,546,510
28/05,Viernes,482,554,518
31/05,Lunes,405,465,435
1/06,Martes,470,540,505
2/06,Miércoles,434,500,467
3/06,Jueves,443,509,476
4/06,Viernes,462,532,497
7/06,Lunes,411,473,442
8/06,Martes,426,490,458
9/06,Miércoles,494,568,531
10/06,Jueves,463,533,498
11/06,Viernes,483,555,519
14/06,Lunes,467,537,502
15/06,Martes,472,542,507
16/06,Miércoles,533,613,573
17/06,Jueves,515,593,554
18/06,Viernes,526,606,566
21/06,Lunes,552,636,594
22/06,Martes,618,710,664
