0,1,2,3,4
Fecha,Día,Min,Máx,Precio
7/09,Martes,768,884,826
8/09,Miércoles,764,878,821
9/09,Jueves,820,944,882
10/09,Viernes,830,956,893
13/09,Lunes,856,984,920
14/09,Martes,861,991,926
15/09,Miércoles,826,950,888
16/09,Jueves,843,969,906
17/09,Viernes,857,985,921
20/09,Lunes,898,1034,966
21/09,Martes,837,963,900
22/09,Miércoles,854,982,918
23/09,Jueves,803,923,863
24/09,Viernes,810,932,871
27/09,Lunes,805,927,866
28/09,Martes,785,903,844
29/09,Miércoles,825,949,887
30/09,Jueves,861,991,926
1/10,Viernes,853,981,917
4/10,Lunes,808,930,869
5/10,Martes,774,890,832
6/10,Miércoles,786,904,845
7/10,Jueves,831,957,894
8/10,Viernes,899,1035,967
