0,1,2,3,4
Fecha,Día,Min,Máx,Precio
26/07,Lunes,419,483,451
27/07,Martes,423,487,455
28/07,Miércoles,435,501,468
29/07,Jueves,447,515,481
30/07,Viernes,483,555,519
2/08,Lunes,464,534,499
3/08,Martes,439,505,472
4/08,Miércoles,441,507,474
5/08,Jueves,439,505,472
6/08,Viernes,422,486,454
9/08,Lunes,412,474,443
10/08,Martes,414,476,445
11/08,Miércoles,401,461,431
12/08,Jueves,386,444,415
13/08,Viernes,387,445,416
16/08,Lunes,381,439,410
17/08,Martes,392,450,421
18/08,Miércoles,377,433,405
19/08,Jueves,375,431,403
20/08,Viernes,380,438,409
23/08,Lunes,365,419,392
24/08,Martes,380,438,409
25/08,Miércoles,387,445,416
26/08,Jueves,386,444,415
