0,1,2,3,4
Fecha,Día,Min,Máx,Precio
30/06,Miércoles,489,563,526
1/07,Jueves,509,585,547
2/07,Viernes,520,598,559
5/07,Lunes,480,552,516
6/07,Martes,494,568,531
7/07,Miércoles,526,606,566
8/07,Jueves,512,589,550
9/07,Viernes,430,494,462
12/07,Lunes,432,498,465
13/07,Martes,424,488,456
14/07,Miércoles,399,459,429
15/07,Jueves,403,463,433
16/07,Viernes,380,438,409
19/07,Lunes,372,428,400
20/07,Martes,389,447,418
21/07,Miércoles,411,473,442
22/07,Jueves,413,475,444
23/07,Viernes,396,456,426
26/07,Lunes,377,433,405
27/07,Martes,400,460,430
28/07,Miércoles,400,460,430
29/07,Jueves,364,418,391
30/07,Viernes,367,423,395
2/08,Lunes,355,409,382
