0,1,2,3,4
Fecha,Día,Min,Máx,Precio
7/04,Miércoles,631,725,678
8/04,Jueves,727,837,782
9/04,Viernes,767,883,825
12/04,Lunes,702,808,755
13/04,Martes,734,844,789
14/04,Miércoles,754,868,811
15/04,Jueves,777,893,835
16/04,Viernes,788,906,847
19/04,Lunes,821,945,883
20/04,Martes,816,938,877
21/04,Miércoles,806,928,867
22/04,Jueves,863,993,928
23/04,Viernes,861,991,926
26/04,Lunes,799,919,859
27/04,Martes,801,921,861
28/04,Miércoles,779,897,838
29/04,Jueves,761,875,818
30/04,Viernes,765,881,823
3/05,Lunes,772,888,830
4/05,Martes,753,867,810
5/05,Miércoles,771,887,829
6/05,Jueves,778,896,837
7/05,Viernes,737,849,793
10/05,Lunes,683,785,734
