0,1,2,3,4
Fecha,Día,Min,Máx,Precio
4/08,Miércoles,522,600,561
5/08,Jueves,504,580,542
6/08,Viernes,497,571,534
9/08,Lunes,510,586,548
10/08,Martes,538,618,578
11/08,Miércoles,547,629,588
12/08,Jueves,570,656,613
13/08,Viernes,604,694,649
16/08,Lunes,599,689,644
17/08,Martes,605,696,650
18/08,Miércoles,622,716,669
19/08,Jueves,639,735,687
20/08,Viernes,689,793,741
23/08,Lunes,662,762,712
24/08,Martes,626,720,673
25/08,Miércoles,629,723,676
26/08,Jueves,626,720,673
27/08,Viernes,602,692,647
30/08,Lunes,587,675,631
31/08,Martes,590,678,634
1/09,Miércoles,572,658,615
2/09,Jueves,551,633,592
3/09,Viernes,551,635,593
6/09,Lunes,544,626,585
