0,1,2,3,4
Fecha,Día,Min,Máx,Precio
17/05,Lunes,1184,1362,1273
18/05,Martes,994,1144,1069
19/05,Miércoles,1153,1327,1240
20/05,Jueves,1067,1227,1147
21/05,Viernes,1088,1252,1170
24/05,Lunes,1136,1306,1221
25/05,Martes,1010,1162,1086
26/05,Miércoles,1048,1206,1127
27/05,Jueves,1216,1398,1307
28/05,Viernes,1139,1311,1225
31/05,Lunes,1189,1367,1278
1/06,Martes,1149,1323,1236
2/06,Miércoles,1162,1336,1249
3/06,Jueves,1313,1511,1412
4/06,Viernes,1270,1462,1366
7/06,Lunes,1298,1494,1396
8/06,Martes,1362,1566,1464
9/06,Miércoles,1523,1753,1638
10/06,Jueves,1497,1723,1610
11/06,Viernes,1376,1584,1480
14/06,Lunes,1353,1557,1455
15/06,Martes,1269,1461,1365
16/06,Miércoles,1227,1411,1319
17/06,Jueves,1295,1491,1393
