0,1,2,3,4
Fecha,Día,Min,Máx,Precio
14/10,Jueves,557,641,599
15/10,Viernes,544,626,585
18/10,Lunes,559,643,601
19/10,Martes,532,612,572
20/10,Miércoles,549,631,590
21/10,Jueves,535,615,575
22/10,Viernes,530,610,570
25/10,Lunes,550,632,591
26/10,Martes,593,683,638
27/10,Miércoles,572,658,615
28/10,Jueves,591,681,636
29/10,Viernes,601,691,646
1/11,Lunes,650,748,699
2/11,Martes,673,775,724
3/11,Miércoles,688,792,740
4/11,Jueves,669,769,719
5/11,Viernes,648,746,697
8/11,Lunes,631,727,679
9/11,Martes,636,732,684
10/11,Miércoles,591,679,635
11/11,Jueves,596,686,641
12/11,Viernes,648,746,697
15/11,Lunes,605,696,650
16/11,Martes,537,617,577
