0,1,2,3,4
Fecha,Día,Min,Máx,Precio
15/04,Jueves,772,888,830
16/04,Viernes,751,865,808
19/04,Lunes,771,887,829
20/04,Martes,821,945,883
21/04,Miércoles,805,927,866
22/04,Jueves,841,967,904
23/04,Viernes,782,900,841
26/04,Lunes,801,921,861
27/04,Martes,923,1063,993
28/04,Miércoles,975,1121,1048
29/04,Jueves,892,1026,959
30/04,Viernes,932,1072,1002
3/05,Lunes,958,1102,1030
4/05,Martes,986,1134,1060
5/05,Miércoles,1000,1150,1075
6/05,Jueves,1043,1199,1121
7/05,Viernes,1035,1191,1113
10/05,Lunes,1023,1177,1100
11/05,Martes,1095,1259,1177
12/05,Miércoles,1093,1257,1175
13/05,Jueves,1014,1166,1090
14/05,Viernes,1016,1170,1093
17/05,Lunes,990,1138,1064
18/05,Martes,966,1112,1039
