0,1,2,3,4
Fecha,Día,Min,Máx,Precio
2/07,Viernes,493,567,530
5/07,Lunes,514,592,553
6/07,Martes,539,621,580
7/07,Miércoles,561,645,603
8/07,Jueves,574,660,617
9/07,Viernes,530,610,570
12/07,Lunes,546,628,587
13/07,Martes,581,669,625
14/07,Miércoles,565,649,607
15/07,Jueves,474,546,510
16/07,Viernes,478,550,514
19/07,Lunes,469,539,504
20/07,Martes,441,507,474
21/07,Miércoles,445,511,478
22/07,Jueves,420,484,452
23/07,Viernes,411,473,442
26/07,Lunes,430,494,462
27/07,Martes,455,523,489
28/07,Miércoles,458,526,492
29/07,Jueves,439,505,472
30/07,Viernes,417,479,448
2/08,Lunes,443,509,476
3/08,Martes,443,509,476
4/08,Miércoles,402,462,432
