0,1,2,3,4
Fecha,Día,Min,Máx,Precio
30/08,Lunes,620,714,667
31/08,Martes,578,664,621
1/09,Miércoles,590,678,634
2/09,Jueves,554,638,596
3/09,Viernes,559,643,601
6/09,Lunes,556,640,598
7/09,Martes,542,624,583
8/09,Miércoles,570,656,613
9/09,Jueves,595,685,640
10/09,Viernes,590,678,634
13/09,Lunes,559,643,601
14/09,Martes,536,616,576
15/09,Miércoles,544,626,585
16/09,Jueves,576,662,619
17/09,Viernes,622,716,669
20/09,Lunes,606,698,652
21/09,Martes,636,732,684
22/09,Miércoles,637,733,685
23/09,Jueves,678,780,729
24/09,Viernes,645,743,694
27/09,Lunes,677,779,728
28/09,Martes,687,791,739
29/09,Miércoles,691,795,743
30/09,Jueves,700,806,753
