0,1,2,3,4
Fecha,Día,Min,Máx,Precio
20/04,Martes,891,1025,958
21/04,Miércoles,799,919,859
22/04,Jueves,926,1066,996
23/04,Viernes,985,1133,1059
26/04,Lunes,1075,1237,1156
27/04,Martes,1196,1376,1286
28/04,Miércoles,1163,1339,1251
29/04,Jueves,1194,1374,1284
30/04,Viernes,1271,1463,1367
3/05,Lunes,1247,1435,1341
4/05,Martes,1303,1499,1401
5/05,Miércoles,1213,1395,1304
6/05,Jueves,1242,1428,1335
7/05,Viernes,1432,1648,1540
10/05,Lunes,1511,1739,1625
11/05,Martes,1382,1590,1486
12/05,Miércoles,1443,1661,1552
13/05,Jueves,1483,1707,1595
14/05,Viernes,1527,1757,1642
17/05,Lunes,1549,1783,1666
18/05,Martes,1615,1859,1737
19/05,Miércoles,1604,1846,1725
20/05,Jueves,1586,1824,1705
21/05,Viernes,1696,1952,1824
