0,1,2,3,4
Fecha,Día,Min,Máx,Precio
12/04,Lunes,658,758,708
13/04,Martes,701,807,754
14/04,Miércoles,688,792,740
15/04,Jueves,719,827,773
16/04,Viernes,669,769,719
19/04,Lunes,684,788,736
20/04,Martes,790,908,849
21/04,Miércoles,833,959,896
22/04,Jueves,763,877,820
23/04,Viernes,797,917,857
26/04,Lunes,819,943,881
27/04,Martes,844,970,907
28/04,Miércoles,856,984,920
29/04,Jueves,892,1026,959
30/04,Viernes,885,1019,952
3/05,Lunes,875,1007,941
4/05,Martes,937,1077,1007
5/05,Miércoles,935,1075,1005
6/05,Jueves,868,998,933
7/05,Viernes,870,1000,935
10/05,Lunes,846,974,910
11/05,Martes,826,950,888
12/05,Miércoles,831,957,894
13/05,Jueves,839,965,902
