0,1,2,3,4
Fecha,Día,Min,Máx,Precio
10/05,Lunes,1456,1676,1566
11/05,Martes,1690,1944,1817
12/05,Miércoles,1584,1822,1703
13/05,Jueves,1652,1900,1776
14/05,Viernes,1598,1838,1718
17/05,Lunes,1615,1859,1737
18/05,Martes,1826,2100,1963
19/05,Miércoles,1766,2032,1899
20/05,Jueves,1805,2077,1941
21/05,Viernes,1893,2179,2036
24/05,Lunes,2118,2436,2277
25/05,Martes,2081,2395,2238
26/05,Miércoles,1914,2202,2058
27/05,Jueves,1882,2166,2024
28/05,Viernes,1766,2032,1899
31/05,Lunes,1707,1963,1835
1/06,Martes,1802,2074,1938
2/06,Miércoles,1651,1899,1775
3/06,Jueves,1622,1866,1744
4/06,Viernes,1455,1673,1564
7/06,Lunes,1687,1941,1814
8/06,Martes,1794,2064,1929
9/06,Miércoles,1959,2253,2106
10/06,Jueves,2178,2506,2342
