0,1,2,3,4
Fecha,Día,Min,Máx,Precio
28/06,Lunes,462,532,497
29/06,Martes,472,544,508
30/06,Miércoles,436,502,469
1/07,Jueves,449,517,483
2/07,Viernes,479,551,515
5/07,Lunes,465,535,500
6/07,Martes,391,449,420
7/07,Miércoles,393,453,423
8/07,Jueves,386,444,415
9/07,Viernes,363,417,390
12/07,Lunes,366,422,394
13/07,Martes,346,398,372
14/07,Miércoles,339,389,364
15/07,Jueves,353,407,380
16/07,Viernes,374,430,402
19/07,Lunes,376,432,404
20/07,Martes,361,415,388
21/07,Miércoles,343,395,369
22/07,Jueves,365,419,392
23/07,Viernes,365,419,392
26/07,Lunes,331,381,356
27/07,Martes,335,385,360
28/07,Miércoles,324,372,348
29/07,Jueves,302,348,325
