0,1,2,3,4
Fecha,Día,Min,Máx,Precio
4/06,Viernes,656,754,705
7/06,Lunes,644,742,693
8/06,Martes,684,788,736
9/06,Miércoles,696,800,748
10/06,Jueves,658,756,707
11/06,Viernes,605,696,650
14/06,Lunes,592,682,637
15/06,Martes,630,724,677
16/06,Miércoles,601,691,646
17/06,Jueves,697,801,749
18/06,Viernes,612,704,658
21/06,Lunes,560,644,602
22/06,Martes,471,541,506
23/06,Miércoles,546,628,587
24/06,Jueves,458,528,493
25/06,Viernes,468,538,503
28/06,Lunes,428,492,460
29/06,Martes,428,492,460
30/06,Miércoles,385,443,414
1/07,Jueves,399,459,429
2/07,Viernes,405,467,436
5/07,Lunes,340,392,366
6/07,Martes,395,455,425
7/07,Miércoles,365,421,393
