0,1,2,3,4
Fecha,Día,Min,Máx,Precio
27/09,Lunes,457,525,491
28/09,Martes,460,530,495
29/09,Miércoles,428,492,460
30/09,Jueves,432,496,464
1/10,Viernes,469,539,504
4/10,Lunes,437,503,470
5/10,Martes,388,446,417
6/10,Miércoles,375,431,403
7/10,Jueves,380,438,409
8/10,Viernes,369,425,397
11/10,Lunes,362,416,389
12/10,Martes,369,425,397
13/10,Miércoles,385,443,414
14/10,Jueves,365,421,393
15/10,Viernes,372,428,400
18/10,Lunes,377,433,405
19/10,Martes,358,412,385
20/10,Miércoles,357,411,384
21/10,Jueves,352,404,378
22/10,Viernes,301,347,324
25/10,Lunes,309,355,332
26/10,Martes,333,383,358
27/10,Miércoles,331,381,356
28/10,Jueves,355,409,382
