0,1,2,3,4
Fecha,Día,Min,Máx,Precio
21/04,Miércoles,760,874,817
22/04,Jueves,747,859,803
23/04,Viernes,670,770,720
26/04,Lunes,777,893,835
27/04,Martes,826,950,888
28/04,Miércoles,902,1038,970
29/04,Jueves,1003,1155,1079
30/04,Viernes,977,1124,1050
3/05,Lunes,1002,1152,1077
4/05,Martes,1067,1227,1147
5/05,Miércoles,1046,1204,1125
6/05,Jueves,1093,1257,1175
7/05,Viernes,1017,1171,1094
10/05,Lunes,1042,1198,1120
11/05,Martes,1202,1382,1292
12/05,Miércoles,1269,1459,1364
13/05,Jueves,1161,1335,1248
14/05,Viernes,1213,1395,1304
17/05,Lunes,1246,1434,1340
18/05,Martes,1282,1476,1379
19/05,Miércoles,1301,1497,1399
20/05,Jueves,1356,1560,1458
21/05,Viernes,1347,1549,1448
24/05,Lunes,1331,1531,1431
