0,1,2,3,4
Fecha,Día,Min,Máx,Precio
24/06,Jueves,469,539,504
25/06,Viernes,456,524,490
28/06,Lunes,383,441,412
29/06,Martes,386,444,415
30/06,Miércoles,379,435,407
1/07,Jueves,356,410,383
2/07,Viernes,360,414,387
5/07,Lunes,340,392,366
6/07,Martes,333,383,358
7/07,Miércoles,348,400,374
8/07,Jueves,368,424,396
9/07,Viernes,370,426,398
12/07,Lunes,355,409,382
13/07,Martes,338,388,363
14/07,Miércoles,359,413,386
15/07,Jueves,359,413,386
16/07,Viernes,326,376,351
19/07,Lunes,330,380,355
20/07,Martes,319,367,343
21/07,Miércoles,299,343,321
22/07,Jueves,307,353,330
23/07,Viernes,310,356,333
26/07,Lunes,304,350,327
27/07,Martes,323,371,347
