0,1,2,3,4
Fecha,Día,Min,Máx,Precio
14/09,Martes,612,704,658
15/09,Miércoles,619,713,666
16/09,Jueves,589,677,633
17/09,Viernes,588,676,632
20/09,Lunes,579,667,623
21/09,Martes,496,570,533
22/09,Miércoles,509,585,547
23/09,Jueves,549,631,590
24/09,Viernes,545,627,586
27/09,Lunes,585,673,629
28/09,Martes,592,682,637
29/09,Miércoles,610,702,656
30/09,Jueves,614,706,660
1/10,Viernes,589,677,633
4/10,Lunes,601,691,646
5/10,Martes,611,703,657
6/10,Miércoles,641,737,689
7/10,Jueves,597,687,642
8/10,Viernes,609,701,655
11/10,Lunes,573,659,616
12/10,Martes,578,664,621
13/10,Miércoles,575,661,618
14/10,Jueves,560,644,602
15/10,Viernes,589,677,633
