0,1,2,3,4
Fecha,Día,Min,Máx,Precio
12/05,Miércoles,1672,1924,1798
13/05,Jueves,1547,1779,1663
14/05,Viernes,1577,1815,1696
17/05,Lunes,1646,1894,1770
18/05,Martes,1464,1684,1574
19/05,Miércoles,1519,1747,1633
20/05,Jueves,1761,2027,1894
21/05,Viernes,1651,1899,1775
24/05,Lunes,1721,1981,1851
25/05,Martes,1665,1915,1790
26/05,Miércoles,1682,1936,1809
27/05,Jueves,1902,2188,2045
28/05,Viernes,1840,2116,1978
31/05,Lunes,1880,2164,2022
1/06,Martes,1973,2269,2121
2/06,Miércoles,2206,2538,2372
3/06,Jueves,2168,2494,2331
4/06,Viernes,1993,2293,2143
7/06,Lunes,1960,2254,2107
8/06,Martes,1839,2115,1977
9/06,Miércoles,1776,2044,1910
10/06,Jueves,1877,2159,2018
11/06,Viernes,1719,1977,1848
14/06,Lunes,1689,1943,1816
