0,1,2,3,4
Fecha,Día,Min,Máx,Precio
23/04,Viernes,746,858,802
26/04,Lunes,721,829,775
27/04,Martes,762,876,819
28/04,Miércoles,698,803,750
29/04,Jueves,685,789,737
30/04,Viernes,615,707,661
3/05,Lunes,713,821,767
4/05,Martes,759,873,816
5/05,Miércoles,829,953,891
6/05,Jueves,922,1060,991
7/05,Viernes,897,1031,964
10/05,Lunes,920,1058,989
11/05,Martes,979,1127,1053
12/05,Miércoles,961,1105,1033
13/05,Jueves,1003,1155,1079
14/05,Viernes,934,1074,1004
17/05,Lunes,956,1100,1028
18/05,Martes,1103,1269,1186
19/05,Miércoles,1164,1340,1252
20/05,Jueves,1065,1225,1145
21/05,Viernes,1112,1280,1196
24/05,Lunes,1143,1315,1229
25/05,Martes,1176,1354,1265
26/05,Miércoles,1193,1373,1283
