0,1,2,3,4
Fecha,Día,Min,Máx,Precio
27/07,Martes,474,546,510
28/07,Miércoles,471,541,506
29/07,Jueves,475,547,511
30/07,Viernes,489,563,526
2/08,Lunes,502,578,540
3/08,Martes,542,624,583
4/08,Miércoles,521,599,560
5/08,Jueves,493,567,530
6/08,Viernes,496,570,533
9/08,Lunes,494,568,531
10/08,Martes,475,547,511
11/08,Miércoles,463,533,498
12/08,Jueves,465,535,500
13/08,Viernes,451,519,485
16/08,Lunes,434,500,467
17/08,Martes,435,501,468
18/08,Miércoles,429,493,461
19/08,Jueves,441,507,474
20/08,Viernes,424,488,456
23/08,Lunes,422,486,454
24/08,Martes,428,492,460
25/08,Miércoles,410,472,441
26/08,Jueves,428,492,460
27/08,Viernes,435,501,468
