0,1,2,3,4
Fecha,Día,Min,Máx,Precio
27/10,Miércoles,560,644,602
28/10,Jueves,564,648,606
29/10,Viernes,553,637,595
1/11,Lunes,558,642,600
2/11,Martes,558,642,600
3/11,Miércoles,539,621,580
4/11,Jueves,562,646,604
5/11,Viernes,568,654,611
8/11,Lunes,568,654,611
9/11,Martes,556,640,598
10/11,Miércoles,556,640,598
11/11,Jueves,581,669,625
12/11,Viernes,586,674,630
15/11,Lunes,591,681,636
16/11,Martes,578,664,621
17/11,Miércoles,593,683,638
18/11,Jueves,565,649,607
19/11,Viernes,582,670,626
22/11,Lunes,567,653,610
23/11,Martes,563,647,605
24/11,Miércoles,583,671,627
25/11,Jueves,630,724,677
26/11,Viernes,607,699,653
29/11,Lunes,628,722,675
