0,1,2,3,4
Fecha,Día,Min,Máx,Precio
23/08,Lunes,613,705,659
24/08,Martes,644,742,693
25/08,Miércoles,672,774,723
26/08,Jueves,666,766,716
27/08,Viernes,631,727,679
30/08,Lunes,605,696,650
31/08,Martes,614,706,660
1/09,Miércoles,649,747,698
2/09,Jueves,702,808,755
3/09,Viernes,684,788,736
6/09,Lunes,718,826,772
7/09,Martes,719,827,773
8/09,Miércoles,765,881,823
9/09,Jueves,728,838,783
10/09,Viernes,764,878,821
13/09,Lunes,775,891,833
14/09,Martes,779,897,838
15/09,Miércoles,790,908,849
16/09,Jueves,782,900,841
17/09,Viernes,807,929,868
20/09,Lunes,780,898,839
21/09,Martes,769,885,827
22/09,Miércoles,790,908,849
23/09,Jueves,832,958,895
