0,1,2,3,4
Fecha,Día,Min,Máx,Precio
11/08,Miércoles,552,636,594
12/08,Jueves,588,676,632
13/08,Viernes,559,643,601
16/08,Lunes,586,674,630
17/08,Martes,594,684,639
18/08,Miércoles,598,688,643
19/08,Jueves,605,697,651
20/08,Viernes,600,690,645
23/08,Lunes,619,713,666
24/08,Martes,599,689,644
25/08,Miércoles,591,679,635
26/08,Jueves,606,698,652
27/08,Viernes,639,735,687
30/08,Lunes,650,748,699
31/08,Martes,678,780,729
1/09,Miércoles,718,826,772
2/09,Jueves,712,820,766
3/09,Viernes,719,827,773
6/09,Lunes,739,851,795
7/09,Martes,760,874,817
8/09,Miércoles,820,944,882
9/09,Jueves,789,907,848
10/09,Viernes,746,858,802
13/09,Lunes,750,862,806
