0,1,2,3,4
Fecha,Día,Min,Máx,Precio
13/09,Lunes,612,704,658
14/09,Martes,619,713,666
15/09,Miércoles,589,677,633
16/09,Jueves,588,676,632
17/09,Viernes,579,667,623
20/09,Lunes,496,570,533
21/09,Martes,509,585,547
22/09,Miércoles,549,631,590
23/09,Jueves,545,627,586
24/09,Viernes,585,673,629
27/09,Lunes,592,682,637
28/09,Martes,610,702,656
29/09,Miércoles,614,706,660
30/09,Jueves,589,677,633
1/10,Viernes,601,691,646
4/10,Lunes,611,703,657
5/10,Martes,641,737,689
6/10,Miércoles,597,687,642
7/10,Jueves,609,701,655
8/10,Viernes,573,659,616
11/10,Lunes,578,664,621
12/10,Martes,575,661,618
13/10,Miércoles,560,644,602
14/10,Jueves,589,677,633
