0,1,2,3,4
Fecha,Día,Min,Máx,Precio
15/07,Jueves,436,502,469
16/07,Viernes,423,487,455
19/07,Lunes,407,469,438
20/07,Martes,408,470,439
21/07,Miércoles,403,463,433
22/07,Jueves,414,476,445
23/07,Viernes,398,458,428
26/07,Lunes,396,456,426
27/07,Martes,402,462,432
28/07,Miércoles,385,443,414
29/07,Jueves,402,462,432
30/07,Viernes,409,471,440
2/08,Lunes,408,470,439
3/08,Martes,386,444,415
4/08,Miércoles,389,447,418
5/08,Jueves,405,467,436
6/08,Viernes,425,489,457
9/08,Lunes,442,508,475
10/08,Martes,452,520,486
11/08,Miércoles,418,480,449
12/08,Jueves,430,494,462
13/08,Viernes,458,526,492
16/08,Lunes,445,511,478
17/08,Martes,374,430,402
