0,1,2,3,4
Fecha,Día,Min,Máx,Precio
17/06,Jueves,522,600,561
18/06,Viernes,511,587,549
21/06,Lunes,534,614,574
22/06,Martes,565,651,608
23/06,Miércoles,568,654,611
24/06,Jueves,545,627,586
25/06,Viernes,518,596,557
28/06,Lunes,551,633,592
29/06,Martes,551,633,592
30/06,Miércoles,500,576,538
1/07,Jueves,506,582,544
2/07,Viernes,489,563,526
5/07,Lunes,458,526,492
6/07,Martes,471,541,506
7/07,Miércoles,475,547,511
8/07,Jueves,467,537,502
9/07,Viernes,496,570,533
12/07,Lunes,504,580,542
13/07,Martes,476,548,512
14/07,Miércoles,438,504,471
15/07,Jueves,430,494,462
16/07,Viernes,457,525,491
19/07,Lunes,435,501,468
20/07,Martes,505,581,543
