0,1,2,3,4
Fecha,Día,Min,Máx,Precio
20/04,Martes,760,874,817
21/04,Miércoles,747,859,803
22/04,Jueves,670,770,720
23/04,Viernes,777,893,835
26/04,Lunes,826,950,888
27/04,Martes,902,1038,970
28/04,Miércoles,1003,1155,1079
29/04,Jueves,977,1124,1050
30/04,Viernes,1002,1152,1077
3/05,Lunes,1067,1227,1147
4/05,Martes,1046,1204,1125
5/05,Miércoles,1093,1257,1175
6/05,Jueves,1017,1171,1094
7/05,Viernes,1042,1198,1120
10/05,Lunes,1202,1382,1292
11/05,Martes,1269,1459,1364
12/05,Miércoles,1161,1335,1248
13/05,Jueves,1213,1395,1304
14/05,Viernes,1246,1434,1340
17/05,Lunes,1282,1476,1379
18/05,Martes,1301,1497,1399
19/05,Miércoles,1356,1560,1458
20/05,Jueves,1347,1549,1448
21/05,Viernes,1331,1531,1431
