0,1,2,3,4
Fecha,Día,Min,Máx,Precio
18/05,Martes,1086,1250,1168
19/05,Miércoles,978,1126,1052
20/05,Jueves,1014,1166,1090
21/05,Viernes,1030,1186,1108
24/05,Lunes,866,996,931
25/05,Martes,1004,1156,1080
26/05,Miércoles,929,1069,999
27/05,Jueves,948,1090,1019
28/05,Viernes,989,1137,1063
31/05,Lunes,879,1011,945
1/06,Martes,911,1049,980
2/06,Miércoles,1057,1217,1137
3/06,Jueves,990,1140,1065
4/06,Viernes,1033,1189,1111
7/06,Lunes,999,1149,1074
8/06,Martes,1010,1162,1086
9/06,Miércoles,1142,1314,1228
10/06,Jueves,1105,1271,1188
11/06,Viernes,1129,1299,1214
14/06,Lunes,1184,1362,1273
15/06,Martes,1324,1524,1424
16/06,Miércoles,1302,1498,1400
17/06,Jueves,1197,1377,1287
18/06,Viernes,1177,1355,1266
