0,1,2,3,4
Fecha,Día,Min,Máx,Precio
9/04,Viernes,533,613,573
12/04,Lunes,546,628,587
13/04,Martes,630,724,677
14/04,Miércoles,665,765,715
15/04,Jueves,608,700,654
16/04,Viernes,635,731,683
19/04,Lunes,653,751,702
20/04,Martes,672,774,723
21/04,Miércoles,682,784,733
22/04,Jueves,711,817,764
23/04,Viernes,706,812,759
26/04,Lunes,698,803,750
27/04,Martes,747,859,803
28/04,Miércoles,745,857,801
29/04,Jueves,691,795,743
30/04,Viernes,693,797,745
3/05,Lunes,674,776,725
4/05,Martes,658,758,708
5/05,Miércoles,663,763,713
6/05,Jueves,669,769,719
7/05,Viernes,652,750,701
10/05,Lunes,668,768,718
11/05,Martes,674,776,725
12/05,Miércoles,639,735,687
