0,1,2,3,4
Fecha,Día,Min,Máx,Precio
30/08,Lunes,525,605,565
31/08,Martes,537,617,577
1/09,Miércoles,504,580,542
2/09,Jueves,509,585,547
3/09,Viernes,506,582,544
6/09,Lunes,493,567,530
7/09,Martes,518,596,557
8/09,Miércoles,540,622,581
9/09,Jueves,535,615,575
10/09,Viernes,507,583,545
13/09,Lunes,485,559,522
14/09,Martes,493,567,530
15/09,Miércoles,522,600,561
16/09,Jueves,565,649,607
17/09,Viernes,551,633,592
20/09,Lunes,578,664,621
21/09,Martes,578,666,622
22/09,Miércoles,616,708,662
23/09,Jueves,586,674,630
24/09,Viernes,615,707,661
27/09,Lunes,624,718,671
28/09,Martes,628,722,675
29/09,Miércoles,636,732,684
30/09,Jueves,631,725,678
