0,1,2,3,4
Fecha,Día,Min,Máx,Precio
19/05,Miércoles,1036,1192,1114
20/05,Jueves,948,1090,1019
21/05,Viernes,948,1090,1019
24/05,Lunes,854,982,918
25/05,Martes,884,1018,951
26/05,Miércoles,899,1035,967
27/05,Jueves,755,869,812
28/05,Viernes,876,1008,942
31/05,Lunes,810,932,871
1/06,Martes,826,950,888
2/06,Miércoles,862,992,927
3/06,Jueves,766,882,824
4/06,Viernes,795,915,855
7/06,Lunes,923,1061,992
8/06,Martes,865,995,930
9/06,Miércoles,902,1038,970
10/06,Jueves,872,1004,938
11/06,Viernes,882,1014,948
14/06,Lunes,997,1147,1072
15/06,Martes,964,1110,1037
16/06,Miércoles,986,1134,1060
17/06,Jueves,1034,1190,1112
18/06,Viernes,1157,1331,1244
21/06,Lunes,1137,1309,1223
