0,1,2,3,4
Fecha,Día,Min,Máx,Precio
28/04,Miércoles,870,1000,935
29/04,Jueves,973,1119,1046
30/04,Viernes,956,1100,1028
3/05,Lunes,879,1011,945
4/05,Martes,864,994,929
5/05,Miércoles,811,933,872
6/05,Jueves,784,902,843
7/05,Viernes,828,952,890
10/05,Lunes,758,872,815
11/05,Martes,745,857,801
12/05,Miércoles,668,768,718
13/05,Jueves,775,891,833
14/05,Viernes,824,948,886
17/05,Lunes,899,1035,967
18/05,Martes,1001,1151,1076
19/05,Miércoles,974,1120,1047
20/05,Jueves,999,1149,1074
21/05,Viernes,1064,1224,1144
24/05,Lunes,1043,1201,1122
25/05,Martes,1090,1254,1172
26/05,Miércoles,1015,1167,1091
27/05,Jueves,1039,1195,1117
28/05,Viernes,1198,1378,1288
31/05,Lunes,1264,1454,1359
