0,1,2,3,4
Fecha,Día,Min,Máx,Precio
27/08,Viernes,3057,3517,3287
30/08,Lunes,2919,3359,3139
31/08,Martes,2992,3442,3217
1/09,Miércoles,3006,3458,3232
2/09,Jueves,2951,3395,3173
3/09,Viernes,3044,3502,3273
6/09,Lunes,3215,3699,3457
7/09,Martes,3219,3703,3461
8/09,Miércoles,3080,3544,3312
9/09,Jueves,2928,3368,3148
10/09,Viernes,2968,3414,3191
13/09,Lunes,2916,3356,3136
14/09,Martes,3181,3659,3420
15/09,Miércoles,3063,3525,3294
16/09,Jueves,3086,3550,3318
17/09,Viernes,3062,3524,3293
20/09,Lunes,3217,3701,3459
21/09,Martes,3066,3528,3297
22/09,Miércoles,3352,3856,3604
23/09,Jueves,3427,3943,3685
24/09,Viernes,3558,4094,3826
27/09,Lunes,3866,4448,4157
28/09,Martes,3717,4277,3997
29/09,Miércoles,3793,4365,4079
