0,1,2,3,4
Fecha,Día,Min,Máx,Precio
20/09,Lunes,2999,3451,3225
21/09,Martes,3032,3488,3260
22/09,Miércoles,2888,3322,3105
23/09,Jueves,2850,3280,3065
24/09,Viernes,2999,3451,3225
27/09,Lunes,3137,3609,3373
28/09,Martes,3023,3479,3251
29/09,Miércoles,3155,3629,3392
30/09,Jueves,3210,3694,3452
1/10,Viernes,3009,3463,3236
4/10,Lunes,2944,3388,3166
5/10,Martes,3003,3455,3229
6/10,Miércoles,2623,3017,2820
7/10,Jueves,2607,2999,2803
8/10,Viernes,2651,3050,2850
11/10,Lunes,2615,3009,2812
12/10,Martes,2720,3130,2925
13/10,Miércoles,2690,3094,2892
14/10,Jueves,2999,3451,3225
15/10,Viernes,3191,3671,3431
18/10,Lunes,3195,3675,3435
19/10,Martes,3174,3652,3413
20/10,Miércoles,3145,3619,3382
21/10,Jueves,3330,3832,3581
