0,1,2,3,4
Fecha,Día,Min,Máx,Precio
12/05,Miércoles,3693,4249,3971
13/05,Jueves,3703,4261,3982
14/05,Viernes,4163,4789,4476
17/05,Lunes,4153,4779,4466
18/05,Martes,4111,4729,4420
19/05,Miércoles,4476,5150,4813
20/05,Jueves,4225,4861,4543
21/05,Viernes,4901,5639,5270
24/05,Lunes,4909,5647,5278
25/05,Martes,5213,5997,5605
26/05,Miércoles,5246,6036,5641
27/05,Jueves,5260,6052,5656
28/05,Viernes,5425,6241,5833
31/05,Lunes,5709,6569,6139
1/06,Martes,6233,7171,6702
2/06,Miércoles,6523,7505,7014
3/06,Jueves,6108,7028,6568
4/06,Viernes,6026,6934,6480
7/06,Lunes,6137,7061,6599
8/06,Martes,6205,7139,6672
9/06,Miércoles,6691,7699,7195
10/06,Jueves,6457,7429,6943
11/06,Viernes,6243,7183,6713
14/06,Lunes,5966,6864,6415
