0,1,2,3,4
Fecha,Día,Min,Máx,Precio
12/04,Lunes,1908,2196,2052
13/04,Martes,2023,2327,2175
14/04,Miércoles,1880,2162,2021
15/04,Jueves,1884,2168,2026
16/04,Viernes,1912,2200,2056
19/04,Lunes,1976,2274,2125
20/04,Martes,1860,2140,2000
21/04,Miércoles,2018,2322,2170
22/04,Jueves,2069,2381,2225
23/04,Viernes,2157,2481,2319
26/04,Lunes,2186,2516,2351
27/04,Martes,2355,2709,2532
28/04,Miércoles,2318,2666,2492
29/04,Jueves,2337,2689,2513
30/04,Viernes,2504,2880,2692
3/05,Lunes,2510,2888,2699
4/05,Martes,2381,2739,2560
5/05,Miércoles,2362,2718,2540
6/05,Jueves,2227,2563,2395
7/05,Viernes,2201,2533,2367
10/05,Lunes,2196,2526,2361
11/05,Martes,2238,2574,2406
12/05,Miércoles,2180,2508,2344
13/05,Jueves,2200,2532,2366
