0,1,2,3,4
Fecha,Día,Min,Máx,Precio
29/06,Martes,1997,2297,2147
30/06,Miércoles,2019,2323,2171
1/07,Jueves,1838,2114,1976
2/07,Viernes,1856,2136,1996
5/07,Lunes,1945,2237,2091
6/07,Martes,1936,2228,2082
7/07,Miércoles,1629,1875,1752
8/07,Jueves,1686,1940,1813
9/07,Viernes,1637,1883,1760
12/07,Lunes,1540,1772,1656
13/07,Martes,1544,1776,1660
14/07,Miércoles,1437,1653,1545
15/07,Jueves,1415,1629,1522
16/07,Viernes,1456,1676,1566
19/07,Lunes,1543,1775,1659
20/07,Martes,1553,1787,1670
21/07,Miércoles,1479,1701,1590
22/07,Jueves,1400,1610,1505
23/07,Viernes,1456,1676,1566
26/07,Lunes,1409,1621,1515
27/07,Martes,1348,1550,1449
28/07,Miércoles,1389,1599,1494
29/07,Jueves,1357,1561,1459
30/07,Viernes,1280,1472,1376
