0,1,2,3,4
Fecha,Día,Min,Máx,Precio
29/04,Jueves,2611,3003,2807
30/04,Viernes,2850,3278,3064
3/05,Lunes,2983,3431,3207
4/05,Martes,2793,3213,3003
5/05,Miércoles,2756,3170,2963
6/05,Jueves,2806,3228,3017
7/05,Viernes,2837,3264,3050
10/05,Lunes,3059,3519,3289
11/05,Martes,2952,3396,3174
12/05,Miércoles,2854,3284,3069
13/05,Jueves,2728,3138,2933
14/05,Viernes,2629,3025,2827
17/05,Lunes,2721,3131,2926
18/05,Martes,2878,3312,3095
19/05,Miércoles,3095,3561,3328
20/05,Jueves,3077,3541,3309
21/05,Viernes,3102,3568,3335
24/05,Lunes,3203,3685,3444
25/05,Martes,3181,3659,3420
26/05,Miércoles,3372,3880,3626
27/05,Jueves,3134,3606,3370
28/05,Viernes,3142,3614,3378
31/05,Lunes,3188,3668,3428
1/06,Martes,3295,3791,3543
