0,1,2,3,4
Fecha,Día,Min,Máx,Precio
11/10,Lunes,3287,3781,3534
12/10,Martes,3297,3793,3545
13/10,Miércoles,3353,3857,3605
14/10,Jueves,3484,4008,3746
15/10,Viernes,3448,3966,3707
18/10,Lunes,3478,4002,3740
19/10,Martes,3563,4099,3831
20/10,Miércoles,3930,4522,4226
21/10,Jueves,4136,4758,4447
22/10,Viernes,4200,4832,4516
25/10,Lunes,4029,4635,4332
26/10,Martes,3849,4429,4139
27/10,Miércoles,4032,4640,4336
28/10,Jueves,4025,4631,4328
29/10,Viernes,3740,4302,4021
1/11,Lunes,3832,4408,4120
2/11,Martes,4272,4916,4594
3/11,Miércoles,3977,4575,4276
4/11,Jueves,3544,4078,3811
5/11,Viernes,3434,3950,3692
8/11,Lunes,3471,3993,3732
9/11,Martes,3305,3803,3554
10/11,Miércoles,3262,3754,3508
11/11,Jueves,3433,3949,3691
