0,1,2,3,4
Fecha,Día,Min,Máx,Precio
13/07,Martes,1797,2067,1932
14/07,Miércoles,1822,2096,1959
15/07,Jueves,1792,2062,1927
16/07,Viernes,1818,2092,1955
19/07,Lunes,1659,1909,1784
20/07,Martes,1655,1905,1780
21/07,Miércoles,1750,2014,1882
22/07,Jueves,1655,1905,1780
23/07,Viernes,1727,1987,1857
26/07,Lunes,1784,2052,1918
27/07,Martes,1823,2097,1960
28/07,Miércoles,1689,1943,1816
29/07,Jueves,1776,2044,1910
30/07,Viernes,1846,2124,1985
2/08,Lunes,1940,2232,2086
3/08,Martes,2101,2417,2259
4/08,Miércoles,2125,2445,2285
5/08,Jueves,1934,2226,2080
6/08,Viernes,1954,2248,2101
9/08,Lunes,2047,2355,2201
10/08,Martes,2038,2344,2191
11/08,Miércoles,1715,1973,1844
12/08,Jueves,1775,2043,1909
13/08,Viernes,1724,1984,1854
