0,1,2,3,4
Fecha,Día,Min,Máx,Precio
7/10,Jueves,3399,3911,3655
8/10,Viernes,3364,3870,3617
11/10,Lunes,3394,3904,3649
12/10,Martes,3475,3999,3737
13/10,Miércoles,3833,4411,4122
14/10,Jueves,4033,4641,4337
15/10,Viernes,4097,4713,4405
18/10,Lunes,3929,4521,4225
19/10,Martes,3754,4320,4037
20/10,Miércoles,3933,4525,4229
21/10,Jueves,3926,4516,4221
22/10,Viernes,3647,4197,3922
25/10,Lunes,3737,4299,4018
26/10,Martes,4167,4795,4481
27/10,Miércoles,3878,4462,4170
28/10,Jueves,3456,3976,3716
29/10,Viernes,3348,3852,3600
1/11,Lunes,3384,3894,3639
2/11,Martes,3222,3708,3465
3/11,Miércoles,3182,3660,3421
4/11,Jueves,3348,3852,3600
5/11,Viernes,3501,4029,3765
8/11,Lunes,3375,3883,3629
9/11,Martes,3522,4052,3787
