0,1,2,3,4
Fecha,Día,Min,Máx,Precio
24/06,Jueves,1918,2206,2062
25/06,Viernes,1909,2197,2053
28/06,Lunes,1607,1849,1728
29/06,Martes,1664,1914,1789
30/06,Miércoles,1615,1859,1737
1/07,Jueves,1520,1748,1634
2/07,Viernes,1523,1753,1638
5/07,Lunes,1417,1631,1524
6/07,Martes,1396,1606,1501
7/07,Miércoles,1436,1652,1544
8/07,Jueves,1521,1749,1635
9/07,Viernes,1531,1761,1646
12/07,Lunes,1458,1678,1568
13/07,Martes,1380,1588,1484
14/07,Miércoles,1436,1652,1544
15/07,Jueves,1389,1599,1494
16/07,Viernes,1329,1529,1429
19/07,Lunes,1370,1576,1473
20/07,Martes,1338,1540,1439
21/07,Miércoles,1262,1452,1357
22/07,Jueves,1331,1531,1431
23/07,Viernes,1367,1573,1470
26/07,Lunes,1330,1530,1430
27/07,Martes,1508,1736,1622
