0,1,2,3,4
Fecha,Día,Min,Máx,Precio
3/09,Viernes,3972,4570,4271
6/09,Lunes,4226,4862,4544
7/09,Martes,4231,4867,4549
8/09,Miércoles,4203,4835,4519
9/09,Jueves,4165,4791,4478
10/09,Viernes,4410,5074,4742
13/09,Lunes,4225,4861,4543
14/09,Martes,4300,4948,4624
15/09,Miércoles,4106,4724,4415
16/09,Jueves,4208,4842,4525
17/09,Viernes,4228,4864,4546
20/09,Lunes,4152,4776,4464
21/09,Martes,4283,4927,4605
22/09,Miércoles,4524,5206,4865
23/09,Jueves,4530,5212,4871
24/09,Viernes,4335,4987,4661
27/09,Lunes,4121,4741,4431
28/09,Martes,4177,4805,4491
29/09,Miércoles,4105,4723,4414
30/09,Jueves,4477,5151,4814
1/10,Viernes,4311,4961,4636
4/10,Lunes,4343,4997,4670
5/10,Martes,4311,4959,4635
6/10,Miércoles,4527,5209,4868
