0,1,2,3,4
Fecha,Día,Min,Máx,Precio
14/06,Lunes,2472,2844,2658
15/06,Martes,2489,2863,2676
16/06,Miércoles,2371,2727,2549
17/06,Jueves,2244,2582,2413
18/06,Viernes,2335,2687,2511
21/06,Lunes,2260,2600,2430
22/06,Martes,2162,2488,2325
23/06,Miércoles,2229,2565,2397
24/06,Jueves,2177,2505,2341
25/06,Viernes,2053,2361,2207
28/06,Lunes,2165,2491,2328
29/06,Martes,2225,2559,2392
30/06,Miércoles,2164,2490,2327
1/07,Jueves,2455,2825,2640
2/07,Viernes,2572,2960,2766
5/07,Lunes,2429,2795,2612
6/07,Martes,2139,2461,2300
7/07,Miércoles,2029,2335,2182
8/07,Jueves,2165,2491,2328
9/07,Viernes,2212,2546,2379
12/07,Lunes,2567,2953,2760
13/07,Martes,2347,2701,2524
14/07,Miércoles,2213,2547,2380
15/07,Jueves,1945,2237,2091
