0,1,2,3,4
Fecha,Día,Min,Máx,Precio
2/07,Viernes,1818,2092,1955
5/07,Lunes,1912,2200,2056
6/07,Martes,1986,2286,2136
7/07,Miércoles,2088,2402,2245
8/07,Jueves,2261,2601,2431
9/07,Viernes,2287,2631,2459
12/07,Lunes,2081,2395,2238
13/07,Martes,2103,2419,2261
14/07,Miércoles,2202,2534,2368
15/07,Jueves,2192,2522,2357
16/07,Viernes,1844,2122,1983
19/07,Lunes,1908,2196,2052
20/07,Martes,1853,2133,1993
21/07,Miércoles,1744,2006,1875
22/07,Jueves,1747,2011,1879
23/07,Viernes,1627,1871,1749
26/07,Lunes,1602,1844,1723
27/07,Martes,1649,1897,1773
28/07,Miércoles,1747,2009,1878
29/07,Jueves,1758,2022,1890
30/07,Viernes,1674,1926,1800
2/08,Lunes,1585,1823,1704
3/08,Martes,1649,1897,1773
4/08,Miércoles,1596,1836,1716
