0,1,2,3,4
Fecha,Día,Min,Máx,Precio
23/08,Lunes,2946,3390,3168
24/08,Martes,3039,3497,3268
25/08,Miércoles,3210,3694,3452
26/08,Jueves,3214,3698,3456
27/08,Viernes,3076,3538,3307
30/08,Lunes,2924,3364,3144
31/08,Martes,2964,3410,3187
1/09,Miércoles,2913,3351,3132
2/09,Jueves,3177,3655,3416
3/09,Viernes,3060,3520,3290
6/09,Lunes,3082,3546,3314
7/09,Martes,3059,3519,3289
8/09,Miércoles,3212,3696,3454
9/09,Jueves,3062,3522,3292
10/09,Viernes,3346,3850,3598
13/09,Lunes,3421,3937,3679
14/09,Martes,3553,4087,3820
15/09,Miércoles,3860,4441,4150
16/09,Jueves,3711,4269,3990
17/09,Viernes,3787,4357,4072
20/09,Lunes,3828,4404,4116
21/09,Martes,3932,4524,4228
22/09,Miércoles,4061,4673,4367
23/09,Jueves,4205,4839,4522
