0,1,2,3,4
Fecha,Día,Min,Máx,Precio
26/05,Miércoles,2573,2961,2767
27/05,Jueves,2985,3435,3210
28/05,Viernes,2730,3142,2936
31/05,Lunes,2574,2962,2768
1/06,Martes,2262,2602,2432
2/06,Miércoles,2570,2956,2763
3/06,Jueves,2159,2483,2321
4/06,Viernes,2224,2558,2391
7/06,Lunes,2034,2340,2187
8/06,Martes,2002,2304,2153
9/06,Miércoles,1787,2057,1922
10/06,Jueves,1960,2256,2108
11/06,Viernes,1913,2201,2057
14/06,Lunes,1746,2008,1877
15/06,Martes,1847,2125,1986
16/06,Miércoles,1857,2137,1997
17/06,Jueves,1863,2143,2003
18/06,Viernes,2093,2409,2251
21/06,Lunes,2089,2403,2246
22/06,Martes,2067,2379,2223
23/06,Miércoles,2252,2590,2421
24/06,Jueves,2125,2445,2285
25/06,Viernes,2465,2837,2651
28/06,Lunes,2469,2841,2655
