0,1,2,3,4
Fecha,Día,Min,Máx,Precio
11/06,Viernes,2175,2503,2339
14/06,Lunes,2264,2604,2434
15/06,Martes,2190,2520,2355
16/06,Miércoles,2095,2411,2253
17/06,Jueves,2159,2485,2322
18/06,Viernes,2109,2427,2268
21/06,Lunes,1989,2289,2139
22/06,Martes,2098,2414,2256
23/06,Miércoles,2156,2480,2318
24/06,Jueves,2097,2413,2255
25/06,Viernes,2379,2737,2558
28/06,Lunes,2492,2868,2680
29/06,Martes,2354,2708,2531
30/06,Miércoles,2073,2385,2229
1/07,Jueves,1966,2262,2114
2/07,Viernes,2098,2414,2256
5/07,Lunes,2145,2467,2306
6/07,Martes,2488,2862,2675
7/07,Miércoles,2275,2617,2446
8/07,Jueves,2145,2467,2306
9/07,Viernes,1884,2168,2026
12/07,Lunes,2141,2463,2302
13/07,Martes,1799,2069,1934
14/07,Miércoles,1853,2133,1993
