0,1,2,3,4
Fecha,Día,Min,Máx,Precio
21/10,Jueves,4156,4782,4469
22/10,Viernes,4302,4950,4626
25/10,Lunes,4190,4820,4505
26/10,Martes,4209,4843,4526
27/10,Miércoles,4167,4795,4481
28/10,Jueves,4253,4893,4573
29/10,Viernes,4469,5141,4805
1/11,Lunes,4617,5313,4965
2/11,Martes,4548,5232,4890
3/11,Miércoles,4718,5428,5073
4/11,Jueves,4509,5187,4848
5/11,Viernes,4527,5209,4868
8/11,Lunes,4494,5170,4832
9/11,Martes,4508,5186,4847
10/11,Miércoles,4584,5274,4929
11/11,Jueves,4763,5481,5122
12/11,Viernes,4714,5424,5069
15/11,Lunes,4756,5472,5114
16/11,Martes,4871,5605,5238
17/11,Miércoles,5374,6182,5778
18/11,Jueves,5654,6506,6080
19/11,Viernes,5743,6607,6175
22/11,Lunes,5508,6338,5923
23/11,Martes,5263,6055,5659
