0,1,2,3,4
Fecha,Día,Min,Máx,Precio
2/07,Viernes,2225,2561,2393
5/07,Lunes,2312,2660,2486
6/07,Martes,2429,2795,2612
7/07,Miércoles,2630,3026,2828
8/07,Jueves,2660,3060,2860
9/07,Viernes,2421,2785,2603
12/07,Lunes,2446,2814,2630
13/07,Martes,2562,2948,2755
14/07,Miércoles,2551,2935,2743
15/07,Jueves,2146,2470,2308
16/07,Viernes,2222,2556,2389
19/07,Lunes,2158,2482,2320
20/07,Martes,2030,2336,2183
21/07,Miércoles,2035,2341,2188
22/07,Jueves,1893,2179,2036
23/07,Viernes,1866,2146,2006
26/07,Lunes,1920,2208,2064
27/07,Martes,2033,2339,2186
28/07,Miércoles,2046,2354,2200
29/07,Jueves,1948,2242,2095
30/07,Viernes,1844,2122,1983
2/08,Lunes,1920,2208,2064
3/08,Martes,1857,2137,1997
4/08,Miércoles,1776,2044,1910
