0,1,2,3,4
Fecha,Día,Min,Máx,Precio
12/08,Jueves,2900,3336,3118
13/08,Viernes,3046,3504,3275
16/08,Lunes,2903,3339,3121
17/08,Martes,3172,3650,3411
18/08,Miércoles,3243,3731,3487
19/08,Jueves,3367,3873,3620
20/08,Viernes,3658,4208,3933
23/08,Lunes,3516,4046,3781
24/08,Martes,3589,4129,3859
25/08,Miércoles,3628,4174,3901
26/08,Jueves,3727,4287,4007
27/08,Viernes,3848,4428,4138
30/08,Lunes,3985,4585,4285
31/08,Martes,3984,4584,4284
1/09,Miércoles,4112,4730,4421
2/09,Jueves,4179,4809,4494
3/09,Viernes,4194,4826,4510
6/09,Lunes,4316,4966,4641
7/09,Martes,4530,5212,4871
8/09,Miércoles,4598,5290,4944
9/09,Jueves,5135,5909,5522
10/09,Viernes,5044,5804,5424
13/09,Lunes,4849,5579,5214
14/09,Martes,4828,5554,5191
