0,1,2,3,4
Fecha,Día,Min,Máx,Precio
26/04,Lunes,2274,2616,2445
27/04,Martes,2299,2645,2472
28/04,Miércoles,2479,2853,2666
29/04,Jueves,2393,2753,2573
30/04,Viernes,2314,2662,2488
3/05,Lunes,2212,2544,2378
4/05,Martes,2132,2452,2292
5/05,Miércoles,2206,2538,2372
6/05,Jueves,2333,2685,2509
7/05,Viernes,2509,2887,2698
10/05,Lunes,2494,2870,2682
11/05,Martes,2514,2892,2703
12/05,Miércoles,2596,2986,2791
13/05,Jueves,2577,2965,2771
14/05,Viernes,2732,3144,2938
17/05,Lunes,2540,2922,2731
18/05,Martes,2545,2929,2737
19/05,Miércoles,2584,2972,2778
20/05,Jueves,2670,3072,2871
21/05,Viernes,2513,2891,2702
24/05,Lunes,2726,3136,2931
25/05,Martes,2795,3215,3005
26/05,Miércoles,2912,3350,3131
27/05,Jueves,2952,3396,3174
