0,1,2,3,4
Fecha,Día,Min,Máx,Precio
16/08,Lunes,3121,3591,3356
17/08,Martes,3067,3529,3298
18/08,Miércoles,3345,3849,3597
19/08,Jueves,3222,3706,3464
20/08,Viernes,3245,3733,3489
23/08,Lunes,3221,3705,3463
24/08,Martes,3382,3892,3637
25/08,Miércoles,3224,3710,3467
26/08,Jueves,3525,4055,3790
27/08,Viernes,3604,4146,3875
30/08,Lunes,3741,4305,4023
31/08,Martes,4065,4677,4371
1/09,Miércoles,3908,4496,4202
2/09,Jueves,3989,4589,4289
3/09,Viernes,4032,4640,4336
6/09,Lunes,4142,4766,4454
7/09,Martes,4278,4922,4600
8/09,Miércoles,4431,5097,4764
9/09,Jueves,4430,5096,4763
10/09,Viernes,4572,5260,4916
13/09,Lunes,4647,5347,4997
14/09,Martes,4664,5366,5015
15/09,Miércoles,4800,5522,5161
16/09,Jueves,5037,5795,5416
