0,1,2,3,4
Fecha,Día,Min,Máx,Precio
7/05,Viernes,3573,4111,3842
10/05,Lunes,3373,3881,3627
11/05,Martes,3913,4501,4207
12/05,Miércoles,3918,4508,4213
13/05,Jueves,4161,4787,4474
14/05,Viernes,4187,4817,4502
17/05,Lunes,4198,4830,4514
18/05,Martes,4329,4981,4655
19/05,Miércoles,4556,5242,4899
20/05,Jueves,4974,5722,5348
21/05,Viernes,5205,5989,5597
24/05,Lunes,4874,5608,5241
25/05,Martes,4809,5533,5171
26/05,Miércoles,4897,5635,5266
27/05,Jueves,4951,5697,5324
28/05,Viernes,5339,6143,5741
31/05,Lunes,5152,5928,5540
1/06,Martes,4982,5732,5357
2/06,Miércoles,4761,5477,5119
3/06,Jueves,4589,5279,4934
4/06,Viernes,4750,5464,5107
7/06,Lunes,5024,5780,5402
8/06,Martes,5402,6216,5809
9/06,Miércoles,5371,6179,5775
