0,1,2,3,4
Fecha,Día,Min,Máx,Precio
25/05,Martes,2072,2384,2228
26/05,Miércoles,1953,2247,2100
27/05,Jueves,1716,1974,1845
28/05,Viernes,1949,2243,2096
31/05,Lunes,1638,1884,1761
1/06,Martes,1687,1941,1814
2/06,Miércoles,1543,1775,1659
3/06,Jueves,1519,1747,1633
4/06,Viernes,1356,1560,1458
7/06,Lunes,1487,1711,1599
8/06,Martes,1451,1669,1560
9/06,Miércoles,1323,1523,1423
10/06,Jueves,1401,1611,1506
11/06,Viernes,1408,1620,1514
14/06,Lunes,1412,1624,1518
15/06,Martes,1587,1825,1706
16/06,Miércoles,1583,1821,1702
17/06,Jueves,1566,1802,1684
18/06,Viernes,1706,1962,1834
21/06,Lunes,1610,1852,1731
22/06,Martes,1867,2149,2008
23/06,Miércoles,1870,2152,2011
24/06,Jueves,1986,2284,2135
25/06,Viernes,1999,2299,2149
