0,1,2,3,4
Fecha,Día,Min,Máx,Precio
26/10,Martes,4058,4668,4363
27/10,Miércoles,3972,4570,4271
28/10,Jueves,4170,4798,4484
29/10,Viernes,4077,4691,4384
1/11,Lunes,3979,4577,4278
2/11,Martes,4271,4913,4592
3/11,Miércoles,4420,5086,4753
4/11,Jueves,4305,4953,4629
5/11,Viernes,4325,4976,4650
8/11,Lunes,4281,4925,4603
9/11,Martes,4368,5026,4697
10/11,Miércoles,4590,5280,4935
11/11,Jueves,4743,5457,5100
12/11,Viernes,4671,5375,5023
15/11,Lunes,4846,5576,5211
16/11,Martes,4630,5328,4979
17/11,Miércoles,4650,5350,5000
18/11,Jueves,4616,5310,4963
19/11,Viernes,4630,5326,4978
22/11,Lunes,4708,5416,5062
23/11,Martes,4892,5628,5260
24/11,Miércoles,4841,5569,5205
25/11,Jueves,4883,5619,5251
26/11,Viernes,5002,5754,5378
