0,1,2,3,4
Fecha,Día,Min,Máx,Precio
26/07,Lunes,1911,2199,2055
27/07,Martes,2134,2456,2295
28/07,Miércoles,2096,2412,2254
29/07,Jueves,2015,2319,2167
30/07,Viernes,2007,2309,2158
2/08,Lunes,2032,2338,2185
3/08,Martes,1988,2288,2138
4/08,Miércoles,1912,2200,2056
5/08,Jueves,1965,2261,2113
6/08,Viernes,1875,2157,2016
9/08,Lunes,1781,2049,1915
10/08,Martes,1806,2078,1942
11/08,Miércoles,1776,2044,1910
12/08,Jueves,1802,2074,1938
13/08,Viernes,1645,1893,1769
16/08,Lunes,1641,1889,1765
17/08,Martes,1735,1997,1866
18/08,Miércoles,1641,1889,1765
19/08,Jueves,1712,1970,1841
20/08,Viernes,1769,2035,1902
23/08,Lunes,1808,2080,1944
24/08,Martes,1676,1928,1802
25/08,Miércoles,1762,2028,1895
26/08,Jueves,1831,2107,1969
