0,1,2,3,4
Fecha,Día,Min,Máx,Precio
18/05,Martes,3284,3778,3531
19/05,Miércoles,2932,3374,3153
20/05,Jueves,3216,3700,3458
21/05,Viernes,3139,3611,3375
24/05,Lunes,2863,3295,3079
25/05,Martes,3030,3486,3258
26/05,Miércoles,3047,3505,3276
27/05,Jueves,3055,3515,3285
28/05,Viernes,3434,3952,3693
31/05,Lunes,3426,3942,3684
1/06,Martes,3391,3901,3646
2/06,Miércoles,3692,4248,3970
3/06,Jueves,3486,4010,3748
4/06,Viernes,4044,4652,4348
7/06,Lunes,4049,4659,4354
8/06,Martes,4299,4947,4623
9/06,Miércoles,4326,4978,4652
10/06,Jueves,4338,4990,4664
11/06,Viernes,4473,5147,4810
14/06,Lunes,4708,5416,5062
15/06,Martes,5139,5913,5526
16/06,Miércoles,5378,6188,5783
17/06,Jueves,5036,5794,5415
18/06,Viernes,4969,5717,5343
